description,id,protected,url,public_metrics,verified,pinned_tweet_id,username,location,name,profile_image_url,created_at,withheld
,710182640108888070,False,,"{'followers_count': 12, 'following_count': 1, 'tweet_count': 9, 'listed_count': 0}",False,,TibibiBoss,,TBB-BO$$,https://pbs.twimg.com/profile_images/1319889420229726209/q8vgJYwU_normal.jpg,2016-03-16T19:15:10.000Z,
"Tweeting about the actual waiting time and which attraction is interrupted in Disneyland Paris.

Not allied to the Disney company.",791590844050599936,False,https://t.co/LpG45zd77d,"{'followers_count': 2797, 'following_count': 42, 'tweet_count': 138200, 'listed_count': 20}",False,1.4769990503313695e+18,DlpStats,"Marne-la-Vallée, France",DLP Stats,https://pbs.twimg.com/profile_images/1239268823301324807/teASgU5A_normal.jpg,2016-10-27T10:42:19.000Z,
"#Gay #vegan #écolo, juste de quoi alimenter les stéréotypes des gens qui s'emmerdent chez eux. Macronards incompatible.",3410341509,False,,"{'followers_count': 577, 'following_count': 929, 'tweet_count': 7616, 'listed_count': 16}",False,1.4419740293767575e+18,JeanLoupLENOIR,Entre l’Oise et Paris ,🌈Mauvaise graine🌈,https://pbs.twimg.com/profile_images/1530783265157701633/e4jf6qvM_normal.jpg,2015-08-09T13:54:43.000Z,
"Bio Culture livre des paniers de #fruits et #légumes issus de l'#agriculturebio chez vous, en #PointRelais et en #entreprise. #recette #mangersain #bio #Paris",3300815524,False,https://t.co/RLRswbj9ED,"{'followers_count': 1309, 'following_count': 1543, 'tweet_count': 1087, 'listed_count': 53}",False,,BioCultureFr,"Ile-de-France, Frankreich",Les paniers Bio - Bio Culture,https://pbs.twimg.com/profile_images/1113364892629782528/B1MN-1X3_normal.png,2015-05-27T19:05:09.000Z,
Hi! I'm nakayamaa - Love being yours 😍😍😍 #chaturbate,1530191882831134720,False,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 26, 'listed_count': 0}",False,,nakayamaa2,,nakayamaa,https://pbs.twimg.com/profile_images/1530207753834311681/YFcrtvSD_normal.jpg,2022-05-27T14:19:23.000Z,
"➡️ Donneur d'avis, av respect, toujours ♥️
➡️ Ne Pas Se Plaindre C'est Avancer 😉
➡️ #TEAMOM #TPMP #MEDIAS #POLITIQUE ...",94811643,False,,"{'followers_count': 1416, 'following_count': 1797, 'tweet_count': 6869, 'listed_count': 17}",False,1.3831299488908042e+18,JorisAyrton,France,⭐ Ayrton ⭐,https://pbs.twimg.com/profile_images/1062383408536526848/TGfhEeB7_normal.jpg,2009-12-05T15:31:10.000Z,
"#24/7 Retrouvez vos #radios #raplocal

#radio75 : de 18h à 6h 

#xv3radio : de 6h à 18h",971844112575057920,False,https://t.co/PbqwYIr97H,"{'followers_count': 103, 'following_count': 583, 'tweet_count': 45199, 'listed_count': 0}",False,,Xv3Radio75,"Paris, France",Radio75.org // Xv3radio18.com,https://pbs.twimg.com/profile_images/1019902033762115584/1FvqrQvN_normal.jpg,2018-03-08T20:24:27.000Z,
Ancien Rédacteur en chef à @unionardennais,191027515,False,https://t.co/UFVMgdF5az,"{'followers_count': 1927, 'following_count': 715, 'tweet_count': 129461, 'listed_count': 207}",False,,hervechabaud,Reims (Marne),herve chabaud,https://pbs.twimg.com/profile_images/535134809824034816/Jr1BWg-o_normal.jpeg,2010-09-15T12:52:41.000Z,
"Shadowhunter, info of the shadow world in english and spanish  Cazador de Sombras, info del mundo de las sombras en inglés y en español
personal IG: /dalmisssss",101334032,False,https://t.co/2Ddb12uqee,"{'followers_count': 3261, 'following_count': 180, 'tweet_count': 67331, 'listed_count': 52}",False,1.0052336361180282e+18,TMI_Uruguay,"Montevideo, Uruguay",Dalma - TMI Uruguay ➰,https://pbs.twimg.com/profile_images/1056351979155415041/KgaMGoMm_normal.jpg,2010-01-02T22:52:56.000Z,
"#JeSoutiensZemmour 🇨🇵 #FXBellamy  #TanguyDavid, #StanislasRigault",387703357,False,,"{'followers_count': 2419, 'following_count': 3077, 'tweet_count': 10278, 'listed_count': 19}",False,1.5355089078750863e+18,MAHIEUCATHERINE,,🇨🇵GauloiseRéfractaire,https://pbs.twimg.com/profile_images/1522255208071544832/HwEXozrc_normal.jpg,2011-10-09T14:38:46.000Z,
Amigos del Aeropuerto de #Parayas. Nuestro objetivo es dar a conocer lo que sucede en el Aeropuerto #SeveBallesteros - #Santander - (IATA-#SDR). ¡Únete!,710842271,False,https://t.co/rMo9crgpVG,"{'followers_count': 2719, 'following_count': 455, 'tweet_count': 26388, 'listed_count': 54}",False,,AParayas,Santander - España,Amigos de Parayas,https://pbs.twimg.com/profile_images/1402021947958046722/HEN_uJiH_normal.jpg,2013-10-12T11:37:27.000Z,
"☀ ☁ ☂ Prévisions météo 24h/24 et 7j/7 diffusées sur Canal, Orange, Free, mais aussi internet et nos applications mobiles gratuites ☀ ☁ ☂",95227349,False,https://t.co/kQ4R7KxZMG,"{'followers_count': 88904, 'following_count': 1065, 'tweet_count': 32909, 'listed_count': 631}",True,,lachainemeteo,,La Chaîne Météo,https://pbs.twimg.com/profile_images/1531899304570507265/2LzZcI3M_normal.jpg,2009-12-07T16:04:10.000Z,
Official Chillaxation Internet Radio Station,825790602830815233,False,https://t.co/K5QCdZ9KwL,"{'followers_count': 462, 'following_count': 367, 'tweet_count': 86258, 'listed_count': 9}",False,1.238626541317378e+18,smoothjazznola,"New Orleans, LA",SmoothJazzNola,https://pbs.twimg.com/profile_images/1513479307703767040/TquE0NFO_normal.jpg,2017-01-29T19:39:56.000Z,
Meet me as richard_bi 😍 me at Chaturbate :-),1530203188829163520,False,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 17, 'listed_count': 0}",False,,bi_richard,,richard_bi,https://pbs.twimg.com/profile_images/1530205937776328705/-nUh38Jw_normal.jpg,2022-05-27T15:04:17.000Z,
"Web radio basée à Bordeaux, ouverte à tous les musiciens qui souhaitent promouvoir leurs projets musicaux.
Il suffit de nous contacter.",1390289676695654401,False,https://t.co/ax0CazWVcH,"{'followers_count': 99, 'following_count': 213, 'tweet_count': 8644, 'listed_count': 0}",False,1.4940369656956232e+18,DoffouRadio,Bordeaux ,Doffou Radio Bordeaux,https://pbs.twimg.com/profile_images/1390294347007119360/ADSRgyrR_normal.jpg,2021-05-06T12:58:43.000Z,
Today's world without government without religion. We the people hate borders.,1512493780137566209,False,,"{'followers_count': 47, 'following_count': 15, 'tweet_count': 11220, 'listed_count': 0}",False,,Nahbaat,fitted on the earth under sky,Nabaat,https://pbs.twimg.com/profile_images/1526952339634012160/9u6aCl7H_normal.jpg,2022-04-08T18:13:42.000Z,
Christian. Trainee Solicitor. School Governor. All views completely my own. Retweets/likes not necessarily endorsements.,148729030,False,,"{'followers_count': 570, 'following_count': 859, 'tweet_count': 3823, 'listed_count': 1}",False,1.499752921822548e+18,DanielStylianou,Manchester,Daniel Stylianou,https://pbs.twimg.com/profile_images/1345434915270238208/PpbUsSYU_normal.jpg,2010-05-27T13:11:49.000Z,
Restaurant Derya Restaurant Turc Paris.,231138749,False,http://t.co/64jImMWVjt,"{'followers_count': 9, 'following_count': 3, 'tweet_count': 870, 'listed_count': 0}",False,,RestaurantDerya,Paris France,Restaurant Derya,https://pbs.twimg.com/profile_images/1389553711358398465/hlCXcpOC_normal.jpg,2010-12-27T18:14:52.000Z,
"LE SCRIPTÔGRAMME : Calligraphie, Peinture, Photo",1346169042403549189,False,https://t.co/uqSFkXPAHQ,"{'followers_count': 24, 'following_count': 207, 'tweet_count': 837, 'listed_count': 0}",False,,StefAlf357,"Metz, France",Stéphane Alfonsi,https://pbs.twimg.com/profile_images/1536240588386869249/gEYkjm61_normal.jpg,2021-01-04T18:58:24.000Z,
,151905071,False,https://t.co/SUeKclUbDn,"{'followers_count': 833, 'following_count': 877, 'tweet_count': 1624, 'listed_count': 6}",False,,selcukparis,paris,Selçuk Demirel,https://pbs.twimg.com/profile_images/959398242/sel_uk_normal.jpg,2010-06-04T15:06:35.000Z,
,3034961367,False,,"{'followers_count': 8, 'following_count': 8, 'tweet_count': 4581, 'listed_count': 2}",False,,veillet_s,,worldpressinfo,https://pbs.twimg.com/profile_images/1407596278477987840/MNXRsytl_normal.jpg,2015-02-13T16:53:28.000Z,
"#Vintage  #stamps #collectors  #ART
 #missingchildren #Philately #missingpeople #scomparsi 
#disparu  ""Helping the missing people""",1464856579,False,,"{'followers_count': 2004, 'following_count': 4577, 'tweet_count': 47108, 'listed_count': 169}",False,1.461680701036806e+18,resort7983, #Italia,resort7983,https://pbs.twimg.com/profile_images/1517545360931045379/4SLqLlPn_normal.jpg,2013-05-28T14:33:56.000Z,
If you are considering visiting #Paris let us help with some of the practical aspects of your trip as well as show you some of its delights!,1277228451544666112,False,https://t.co/R1O1AH8XP9,"{'followers_count': 2754, 'following_count': 367, 'tweet_count': 4095, 'listed_count': 14}",False,,Paris_all_about, France,Paris,https://pbs.twimg.com/profile_images/1277236161816256513/nB3wr_vX_normal.jpg,2020-06-28T13:13:27.000Z,
Juventus News e non solo 📰 🚨,1535756669531131904,False,,"{'followers_count': 1, 'following_count': 22, 'tweet_count': 34, 'listed_count': 0}",False,1.5357633439690752e+18,Juventus_Fc_ITA,,Juventus News 🚨,https://pbs.twimg.com/profile_images/1535758805870452740/IZ747-K1_normal.jpg,2022-06-11T22:52:13.000Z,
Amoureux de Paname,875280010877296640,False,,"{'followers_count': 264826, 'following_count': 267698, 'tweet_count': 48635, 'listed_count': 386}",False,1.1583283379468083e+18,ParisAMDParis,"Paris, Montmartre ",Paname Paris,https://pbs.twimg.com/profile_images/1417776308533276672/ateDn7X-_normal.jpg,2017-06-15T09:13:11.000Z,
"Toute l'info pour agir : 
🎓 Études 🖇️ Métiers💡Stages 
💪 Emploi 🔎 Formation 🚀 Partir à l'étranger
#InfoJeunesse
💟 #NonAuxAddictions #OuiàmaSanté !",125292676,False,https://t.co/pZKbhD1i4p,"{'followers_count': 16955, 'following_count': 1407, 'tweet_count': 22886, 'listed_count': 604}",True,,Le_CIDJ,"4, place du Louvre 75001 Paris",CIDJ,https://pbs.twimg.com/profile_images/756079636522606592/s-v66y3F_normal.jpg,2010-03-22T10:12:59.000Z,
"Géographe,
Professeur qualifié (Nouvelle-Ecosse, Canada), 
Essayiste",1331801552,False,,"{'followers_count': 3285, 'following_count': 2727, 'tweet_count': 3692, 'listed_count': 15}",False,8.293913957230797e+17,JeanAimMOUKETOU,"Halifax, Nova Scotia",Jean Aimé MOUKETOU,https://pbs.twimg.com/profile_images/1170212027945627650/nM0QhyFk_normal.jpg,2013-04-06T15:02:03.000Z,
photographer,110112607,False,https://t.co/s1jDz39D8A,"{'followers_count': 280, 'following_count': 427, 'tweet_count': 8054, 'listed_count': 45}",False,,ki7ka,paris,yusuke　kinaka,https://pbs.twimg.com/profile_images/1104265547/e0120322_015219_normal.jpg,2010-01-31T11:22:08.000Z,
"Director, Global Solution Marketing - Collaboration, interested in shaping the #digitalworkplace, working 4 @AtosUnify - tweet own thoughts.. Boca Raton, Munich",52696984,False,https://t.co/s4ZtHXZBTG,"{'followers_count': 691, 'following_count': 566, 'tweet_count': 8183, 'listed_count': 104}",False,,mbrust,"48.307255,11.625767",Michael Brust,https://pbs.twimg.com/profile_images/426680966833131520/ofUojaxC_normal.jpeg,2009-07-01T11:23:06.000Z,
Eye will never die.,840242480876552192,False,,"{'followers_count': 35, 'following_count': 59, 'tweet_count': 488, 'listed_count': 0}",False,,brndnlmr,"Los Angeles, CA",brandinle’mar,https://pbs.twimg.com/profile_images/1410125038980800512/j-_PDp8-_normal.jpg,2017-03-10T16:46:33.000Z,
#18〜25歳で活動中！(社会人🆗) | 学生ネットビジネス界最大のコミュニティ🌎 | SNSで楽しく稼いでいる団体(現時点→500名超え) | #働かない選択肢をつくる | 団体の普段の活動やメンバーの活動を投稿していきます | 新規メンバー募集中🔥気になることがあればDMどうぞ！📩,1187023640505634817,False,https://t.co/o8EEVM9Dpx,"{'followers_count': 223, 'following_count': 306, 'tweet_count': 20974, 'listed_count': 0}",False,1.225783630170972e+18,A_sup_0303,⬇️ 全国の沢山の仲間が貴方の【参加】を待っています,CLUB🌎学生団体,https://pbs.twimg.com/profile_images/1207921378839515136/spuZ3lSj_normal.jpg,2019-10-23T15:11:10.000Z,
"With over 27+ years of experience in the education sector, I have been a Motivational Speaker, Business Entrepreneur, Chairman, and a Broad Member of BCU, UAE.",1521831382883966982,False,https://t.co/f2A9Sn3jIy,"{'followers_count': 7, 'following_count': 3, 'tweet_count': 25, 'listed_count': 0}",False,,drmohammedali_,"Dubai, United Arab Emirates",Dr. Mohammed Mazhar Ali,https://pbs.twimg.com/profile_images/1522514198797955072/qC81qjGQ_normal.jpg,2022-05-04T12:37:57.000Z,
Bookings: troy@thehangoutsessions.com,803414766,False,https://t.co/fsUR2Qhjik,"{'followers_count': 7562, 'following_count': 7681, 'tweet_count': 8488, 'listed_count': 1}",False,1.530395958458073e+18,El_Jey_SA,World,EL JEY..,https://pbs.twimg.com/profile_images/1528988257438027776/3OCtONfo_normal.jpg,2012-09-04T23:24:40.000Z,
Une femme de son tempérament,1535609552602906627,False,,"{'followers_count': 0, 'following_count': 7, 'tweet_count': 8, 'listed_count': 0}",False,,jeposetoutici,,Jeposeçalà,https://pbs.twimg.com/profile_images/1535611554842001413/zOp-6WdG_normal.jpg,2022-06-11T13:07:14.000Z,
insta @Brokethegod,830408580,False,,"{'followers_count': 38809, 'following_count': 25143, 'tweet_count': 5561, 'listed_count': 30}",False,,BROKETHEGOD,,Broke The God,https://pbs.twimg.com/profile_images/1180206706992828418/baVH1zH2_normal.jpg,2012-09-18T05:24:44.000Z,
Founder @eyesarethestory … Eyes are like museum art - Treat them well & keep them priceless 👁️,4904837585,False,https://t.co/en2zLOW11x,"{'followers_count': 1436, 'following_count': 985, 'tweet_count': 2010, 'listed_count': 47}",False,1.285537081394176e+18,tamingamy,Boston | London | Paris,Amy Gallant Sullivan,https://pbs.twimg.com/profile_images/1102509386080157697/YiNKrhsj_normal.jpg,2016-02-13T14:06:25.000Z,
"+90 (538) 437 36 08 Altın,Gümüş Toptan ve Perakende Nargile Sipsi ve İmalatı (Plastik sipsiye son) Aynı gün kargo teslim... GÜMÜŞ SİPSİ",1582986516,False,https://t.co/ECQWW1HLDT,"{'followers_count': 78, 'following_count': 2, 'tweet_count': 10637, 'listed_count': 6}",False,9.10449210687918e+17,gumussipsi,"Fatih, İstanbul",gümüş sipsi,https://pbs.twimg.com/profile_images/690445166214123521/tv_xY69l_normal.jpg,2013-07-10T12:34:28.000Z,
"""Tot tusant"".  Compte officiel d'Albert-Jean Mougin, ancien vice-président du @SNALC_FGAF, membre de la #SFHS. Les propos exprimés ici n'engagent que lui.",922831906093355008,False,,"{'followers_count': 2449, 'following_count': 4247, 'tweet_count': 93886, 'listed_count': 6}",False,1.0659516465162404e+18,AJMougin,"Paris, France",Albert-Jean Mougin,https://pbs.twimg.com/profile_images/1012594140763381761/V1OzG-dY_normal.jpg,2017-10-24T14:27:26.000Z,
"🌎 PERSONAL TRAINER & COACH MENTAL
💡 SPORT, MINDSET & NUTRITION
🌱 PLANT BASED",69271256,False,https://t.co/3iag27CXoA,"{'followers_count': 539, 'following_count': 221, 'tweet_count': 17755, 'listed_count': 113}",False,,VPTRAINER,Paris,Vincent Pedraza,https://pbs.twimg.com/profile_images/1438842582042300418/0Qkw2WS7_normal.jpg,2009-08-27T11:58:52.000Z,
Published Aviation Photographer,1397472754396504066,False,https://t.co/y8WKSSPQ6R,"{'followers_count': 219, 'following_count': 292, 'tweet_count': 764, 'listed_count': 0}",False,,allenoconimages,"Newcastle Upon Tyne, England",Allen,https://pbs.twimg.com/profile_images/1447562289603915776/3LBvc2fm_normal.jpg,2021-05-26T08:40:59.000Z,
professional artist. #prolific #artist my designs R4sale in my2online shops (#Redbubble) & (#Curioos) find me on YouTube (ArtistRebeccaLS) I’m political,1211434988,False,https://t.co/jv12f3t9X4,"{'followers_count': 6474, 'following_count': 3070, 'tweet_count': 107035, 'listed_count': 239}",False,1.5126289013271265e+18,ArtistRebeccaLS,My imagination,ArtistRebeccaLS,https://pbs.twimg.com/profile_images/1502638857002659844/L6auR4Kd_normal.jpg,2013-02-23T10:57:35.000Z,
"#Democracy is the face of a #layman
Democracy represents the #idea of a #nation 
Don't spoil it for #personal #riches & #Grudges

RT, QT and Likes ≠ endorsment.",1456228393234493446,False,,"{'followers_count': 389, 'following_count': 1005, 'tweet_count': 60355, 'listed_count': 4}",False,,ReddySalina,Earth,Salina Reddy,https://pbs.twimg.com/profile_images/1470332723751313408/mVD9Ah4T_normal.jpg,2021-11-04T11:55:13.000Z,
it's kitty_ricky! me at Chaturbate  😍😍,1530190814366019584,False,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 12, 'listed_count': 0}",False,,kittyricky2,,kitty_ricky,https://pbs.twimg.com/profile_images/1530208691038715904/v39h4c1c_normal.jpg,2022-05-27T14:15:06.000Z,
"Shop new trends and styles for Women's clother, Men's clothes, Kid's clothes, Accessories, Beauty-Health and more at https://t.co/iyfWo5H7iq",1405877777308471298,False,https://t.co/1Vp7sAaKhN,"{'followers_count': 45, 'following_count': 65, 'tweet_count': 7923, 'listed_count': 1}",False,1.5134004223162e+18,LunpiStore,Zurich,LunpiStore,https://pbs.twimg.com/profile_images/1405879248762675200/O-eOlNw__normal.jpg,2021-06-18T13:22:35.000Z,
,1567011098,False,,"{'followers_count': 56, 'following_count': 225, 'tweet_count': 27, 'listed_count': 0}",False,,MHM_ElGoHaRY,,MohameD El-GoHaRY,https://pbs.twimg.com/profile_images/1535672039541030913/EOMWCgDo_normal.jpg,2013-07-04T00:51:42.000Z,
Paris... Ma ville,1039611751,False,,"{'followers_count': 2123, 'following_count': 3114, 'tweet_count': 32083, 'listed_count': 122}",False,1.0926631510096364e+18,ParisChicago1,Paris,Paris Chicago,https://pbs.twimg.com/profile_images/3028380541/df6accf27beb0f84112fdf1d89a3a498_normal.jpeg,2012-12-27T13:13:33.000Z,
"Produits orientaux -
Savon d'Alep - Savon de Marseille 
portable : 06 51 66 69 51
evan.epicerie@gmail.com",1308072462438076420,False,https://t.co/TsohGbHjTF,"{'followers_count': 22, 'following_count': 89, 'tweet_count': 1763, 'listed_count': 0}",False,,EEpicerie,"Le Mans, France",Evan Épicerie,https://pbs.twimg.com/profile_images/1506552678113021954/Ityeon2X_normal.jpg,2020-09-21T15:56:08.000Z,
Hello guys! hersheys_aran here! 😍 #chaturbate,1530190025652314112,False,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 23, 'listed_count': 0}",False,,HersheysAran,,hersheys_aran,https://pbs.twimg.com/profile_images/1530211115824979968/h7zymNXe_normal.jpg,2022-05-27T14:11:55.000Z,
Paris... Ma ville,1039611751,False,,"{'followers_count': 2123, 'following_count': 3114, 'tweet_count': 32083, 'listed_count': 122}",False,1.0926631510096364e+18,ParisChicago1,Paris,Paris Chicago,https://pbs.twimg.com/profile_images/3028380541/df6accf27beb0f84112fdf1d89a3a498_normal.jpeg,2012-12-27T13:13:33.000Z,
Official Chillaxation Internet Radio Station,825790602830815233,False,https://t.co/K5QCdZ9KwL,"{'followers_count': 462, 'following_count': 367, 'tweet_count': 86258, 'listed_count': 9}",False,1.238626541317378e+18,smoothjazznola,"New Orleans, LA",SmoothJazzNola,https://pbs.twimg.com/profile_images/1513479307703767040/TquE0NFO_normal.jpg,2017-01-29T19:39:56.000Z,
"Je suis voyante, médium, tarologue, voyance, cartomancie, depuis plus de 30 ans. J'aide à trouver des solutions aux soucis qui vous préoccupent  tél 0769904087",1211647864989868032,False,https://t.co/qCFssMG6fO,"{'followers_count': 7, 'following_count': 25, 'tweet_count': 6886, 'listed_count': 0}",False,1.3273076477422592e+18,mediumlille,13 Rue BERTHELOT 59000 Lille,"Médium, voyante, lille, nord, hauts-de-france",https://pbs.twimg.com/profile_images/1211648686234722304/LgfZ6lhv_normal.jpg,2019-12-30T14:00:29.000Z,
Today's world without government without religion. We the people hate borders.,1512493780137566209,False,,"{'followers_count': 47, 'following_count': 15, 'tweet_count': 11220, 'listed_count': 0}",False,,Nahbaat,fitted on the earth under sky,Nabaat,https://pbs.twimg.com/profile_images/1526952339634012160/9u6aCl7H_normal.jpg,2022-04-08T18:13:42.000Z,
"Join Teena Hughes for week-long Adventures in Paris in summer. Explore hidden Paris off the beaten track, meet the locals, laugh & enjoy.",20504016,False,http://t.co/2fOCtAncPB,"{'followers_count': 2309, 'following_count': 375, 'tweet_count': 16809, 'listed_count': 200}",False,,ANight_in_Paris,Sydney and Paris,Frenchified Teena,https://pbs.twimg.com/profile_images/76975922/history-of-the-eiffel-tower-photos-09_normal.jpg,2009-02-10T10:03:15.000Z,
Anglo-Indian. #Resist #MaskUp 😷 #Biden #Brit #Harris #Obama #HRC #BlackLivesMatter #JusticeForSushantSinghRajput #JohnnyDepp #MeghanHarry,3222286221,False,,"{'followers_count': 3017, 'following_count': 5003, 'tweet_count': 273339, 'listed_count': 66}",False,8.380291147957821e+17,OFDResistance,Born in Nottm UK Living in USA,RealBirdy,https://pbs.twimg.com/profile_images/1528900740848181250/kDd5mvIu_normal.jpg,2015-04-29T20:57:53.000Z,
"Blogger & Storyteller. conference Speaker.
Chief strategist @LoomansJulia & CTO.
Creator of #shopping .
#instagram #love #instagood",1533390846724292608,False,https://t.co/YFRQ6pKdqW,"{'followers_count': 1, 'following_count': 1, 'tweet_count': 988, 'listed_count': 0}",False,,LoomansJulia,Netherlands,Julia Loomans,https://pbs.twimg.com/profile_images/1533392010010316803/Tgw6iiTN_normal.jpg,2022-06-05T10:12:15.000Z,
"Global Defense Insight is a top-tier authority on global security, political risk and military conflict.",1262633850179641345,False,https://t.co/4dwoN8fDOn,"{'followers_count': 8114, 'following_count': 4, 'tweet_count': 10711, 'listed_count': 106}",False,1.520291710223491e+18,Defense_Talks,Global,Global Defense Insight,https://pbs.twimg.com/profile_images/1491297262504398848/6ujQKJfX_normal.jpg,2020-05-19T06:57:49.000Z,
We will continue to create future sounds for God's spare time https://t.co/oNcsSYrofR,1518643277511426048,False,https://t.co/VkRZIecyNU,"{'followers_count': 57, 'following_count': 888, 'tweet_count': 1547, 'listed_count': 0}",False,,Chicago________,Chicago,Chicago Secret Society,https://pbs.twimg.com/profile_images/1521844824764166144/nlquDz7T_normal.jpg,2022-04-25T17:29:15.000Z,
"Compte officiel de @Motorlegend 👉Essais vidéos, reportages, petites annonces... Partagez votre passion #automobile avec nous !! #auto #Supercars",84569114,False,https://t.co/3jeiZ3iJrM,"{'followers_count': 1634, 'following_count': 44, 'tweet_count': 8126, 'listed_count': 44}",False,,Motorlegend,Paris,Motorlegend,https://pbs.twimg.com/profile_images/490022157003407361/_5d0qp_8_normal.jpeg,2009-10-23T11:46:02.000Z,
"DJ/Producer @gcr_tyrus / Radio DJ @rqcportugal /Music Curator 
Listen #LIVE @ https://t.co/jSeHoyjWdo
Discord @ https://t.co/In4e6K1E2v 
#Techno #DeepHouse #Electronic #EDM",58011611,False,https://t.co/1P3ofsq7sz,"{'followers_count': 7011, 'following_count': 4413, 'tweet_count': 196661, 'listed_count': 73}",False,1.1883232882689188e+18,4DaPeopleMusic,International,4 Da People,https://pbs.twimg.com/profile_images/1315351688795107331/d22KpEGy_normal.jpg,2009-07-18T19:34:26.000Z,
"With the Secrets de Paris app you'll discover every day a hidden spot or an offbeat adventure in #Paris!
Get it now: https://t.co/6H37zIvAbX",3435506308,False,https://t.co/6H37zIvAbX,"{'followers_count': 1993, 'following_count': 1, 'tweet_count': 1620, 'listed_count': 35}",False,1.192823525247275e+18,SecretsParis_en,Paris,Secrets de Paris /en,https://pbs.twimg.com/profile_images/1192074224963379201/VsyBIPGw_normal.jpg,2015-08-22T13:17:41.000Z,
"🇫🇷🇷🇺✡☦🎵🎶🍾🗼📖🐶🐕🌞
je suis devenue sélective 
ce monde décevant en est la cause",1322393514,False,,"{'followers_count': 17449, 'following_count': 8122, 'tweet_count': 720329, 'listed_count': 358}",False,1.4692045384732099e+18,elisahk92,Ailleurs,Lisa HK,https://pbs.twimg.com/profile_images/1535000301006118926/DIiJ8yI3_normal.jpg,2013-04-02T12:42:32.000Z,
"Ecrire & co (Décor Daguerre, Des oloés...) + @lairnu et Bruits https://t.co/SQk787uFoI. Le prochain : Musée Marilyn, éd. Inculte, 24 août 2022.",18504485,False,https://t.co/2KUylIrJU8,"{'followers_count': 2753, 'following_count': 944, 'tweet_count': 24754, 'listed_count': 103}",False,1.4840912340629463e+18,athanorster,Paris,Anne Savelli,https://pbs.twimg.com/profile_images/1330459626765234179/V3ORVpws_normal.jpg,2008-12-31T11:26:23.000Z,
"Vision of the Future! Entrepreneur.

#Futureofwork #Blockchain #Al #Crypto #Marketing #Industry40 #Bigdata #Fintech #Cloud #Innovation #ML #AR #IoT #5G",326229600,False,https://t.co/GixPNH57Cp,"{'followers_count': 37258, 'following_count': 7831, 'tweet_count': 174414, 'listed_count': 854}",False,1.5230501976134287e+18,Fabriziobustama,,Fabrizio Bustamante #VivaTech2022 #Vivatech,https://pbs.twimg.com/profile_images/1090266389724549126/TYtz96Vb_normal.jpg,2011-06-29T15:55:36.000Z,
"Shop new trends and styles for Women's clother, Men's clothes, Kid's clothes, Accessories, Beauty-Health and more at https://t.co/iyfWo5H7iq",1405877777308471298,False,https://t.co/1Vp7sAaKhN,"{'followers_count': 45, 'following_count': 65, 'tweet_count': 7923, 'listed_count': 1}",False,1.5134004223162e+18,LunpiStore,Zurich,LunpiStore,https://pbs.twimg.com/profile_images/1405879248762675200/O-eOlNw__normal.jpg,2021-06-18T13:22:35.000Z,
Journal chrétien d'information du 14e arrondissement de Paris ( 75014 ),215358405,False,http://t.co/vEPmm4qOky,"{'followers_count': 608, 'following_count': 251, 'tweet_count': 10525, 'listed_count': 32}",False,4.7597505708978176e+17,lavoixdu14e,Paris,La Voix du 14e,https://pbs.twimg.com/profile_images/1193364185/logo_lavoix_normal.jpg,2010-11-13T18:21:04.000Z,
"Catering manager in a school. Born again Christian,Loving husband to my wife and father to my sons. A lover of all things French🇫🇷 Renaissance/Baroque music",106821761,False,https://t.co/zdrkmPyMDr,"{'followers_count': 155, 'following_count': 371, 'tweet_count': 2435, 'listed_count': 2}",False,,andrewscott2706,"Sporle, England",Andrew Scott🏃‍♂️🚴🏻‍♂️,https://pbs.twimg.com/profile_images/1520860196108738560/NKioA6LY_normal.jpg,2010-01-20T20:13:53.000Z,
"Ex #Tech & #Innovation Director @ New York Times Intl, Now Founder CEO @ https://t.co/KvzCgVvKg6, #Google #DNI Assessor & US Board Chair @HeroRATs",2441568883,False,https://t.co/kORdCcKqsF,"{'followers_count': 1750, 'following_count': 2378, 'tweet_count': 5976, 'listed_count': 304}",False,,daviskris10,"Paris, France (mostly)",Kristen Davis,https://pbs.twimg.com/profile_images/817362753140690945/o_tCAPWX_normal.jpg,2014-04-13T11:11:49.000Z,
"Travel agency in Atlanta dealing with USA major airlines like Delta, United, American, Southwest, JetBlue, Alaska and many more Airlines all around the world.",1474690271371673600,False,https://t.co/jh5T3gE0BL,"{'followers_count': 1536, 'following_count': 3677, 'tweet_count': 782, 'listed_count': 2}",False,1.5178210977436303e+18,Adventures2Xp,"Atlanta, GA",adventures2xplore,https://pbs.twimg.com/profile_images/1474695565447360512/a75bDKkl_normal.jpg,2021-12-25T10:39:53.000Z,
"Tweeting about the actual waiting time and which attraction is interrupted in Disneyland Paris.

Not allied to the Disney company.",791590844050599936,False,https://t.co/LpG45zd77d,"{'followers_count': 2797, 'following_count': 42, 'tweet_count': 138200, 'listed_count': 20}",False,1.4769990503313695e+18,DlpStats,"Marne-la-Vallée, France",DLP Stats,https://pbs.twimg.com/profile_images/1239268823301324807/teASgU5A_normal.jpg,2016-10-27T10:42:19.000Z,
